,id,time,mood,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,activity,screen,sms
46,AS14.01,2014-04-10,7.4,648.0399999999997,2482.1090000000004,148.254,0.0,0.0,23.195,107.91900000000001,1172.9570000000003,0.0,0.0,183.395,0.0,7.0,-0.4,0.8,0.07896310519489107,3978.6289994716644,0.0
47,AS14.01,2014-04-11,7.0,907.1099999999999,3172.9120000000016,350.18,94.093,0.0,0.0,51.45200000000001,596.807,34.234,0.0,131.262,0.0,0.0,-1.2,0.8,0.07998620207306051,4874.59800004959,0.0
48,AS14.01,2014-04-12,7.25,299.8599999999999,1307.9620000000002,243.635,0.0,0.0,0.0,79.033,264.432,5.031000000000001,0.0,209.58399999999992,0.0,0.0,-0.75,0.75,0.07224906147031818,1730.7570009231567,0.0
49,AS14.01,2014-04-13,8.0,337.8089999999999,753.6099999999998,86.64699999999999,82.413,0.0,0.0,94.20899999999999,34.502,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,0.014021328954370723,1322.2829992771158,0.0
50,AS14.01,2014-04-14,7.2,847.7520000000002,4234.339999999999,930.1009999999999,89.32300000000001,0.0,0.0,145.09600000000003,726.0330000000001,29.104000000000003,0.0,306.38399999999996,0.0,1.0,-1.2,0.6,0.08388731446988419,5774.98699951172,1.0
51,AS14.01,2014-04-15,6.4,1268.6849999999995,4518.1539999999995,771.607,13.043,0.0,0.0,110.415,2353.3950000000004,8.363,0.0,277.78499999999997,0.0,8.0,0.0,0.8,0.09011215278072525,6622.535998344421,1.0
52,AS14.01,2014-04-16,7.2,811.1959999999999,3542.6410000000005,426.73400000000004,0.0,0.0,0.0,40.78399999999999,1578.6680000000001,0.0,0.0,168.406,0.0,0.0,0.75,0.5,0.11611033612712218,6289.838998794557,1.0
53,AS14.01,2014-04-17,6.6,544.488,3325.0469999999996,142.241,0.0,0.0,0.0,53.763000000000005,1154.799,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,0.05691785667209682,3927.5670001506824,0.0
54,AS14.01,2014-04-18,6.8,777.1219999999998,2566.2690000000002,252.79700000000003,119.163,0.0,0.0,47.788999999999994,140.966,63.873999999999995,0.0,32.461,0.0,1.0,-0.8,0.8,0.09403300669497609,3180.850999832152,0.0
55,AS14.01,2014-04-19,7.8,647.2739999999994,2380.6799999999994,257.35,95.629,29.084,0.0,31.482,396.67199999999997,128.89,0.0,68.408,0.0,1.0,-0.2,1.0,0.09943191172384026,3941.064000606538,0.0
56,AS14.01,2014-04-20,7.25,730.8130000000003,3179.1809999999978,384.455,10.606000000000002,0.0,0.0,34.202,1064.0610000000001,0.0,0.0,121.03500000000001,0.0,2.0,-0.25,0.75,0.07481624304311597,4391.176000595094,2.0
57,AS14.01,2014-04-21,7.6,731.2719999999997,1633.1970000000003,74.88000000000001,33.266,0.0,0.0,58.04899999999999,160.66,67.269,0.0,123.285,0.0,2.0,-0.25,1.0,0.10204105896824717,1998.8319990634923,0.0
58,AS14.01,2014-04-22,7.4,954.8789999999996,7803.252999999999,682.943,38.453,0.0,0.0,63.16,1421.5149999999999,0.0,0.0,419.206,0.0,2.0,0.2,1.0,0.09192955182229205,7650.063999414443,0.0
59,AS14.01,2014-04-23,7.6,639.6419999999997,5298.338,347.4270000000001,18.051,0.0,0.0,42.398,526.598,0.0,0.0,190.74599999999998,0.0,1.0,0.2,1.0,0.04598568913376553,5742.1979994773865,0.0
60,AS14.01,2014-04-24,7.6,742.4920000000004,5776.853000000001,1406.8090000000002,41.208,0.0,0.0,31.933,1478.6900000000005,51.184,0.0,466.9979999999999,0.0,1.0,-0.4,1.0,0.0509029881940343,6294.981999874113,0.0
61,AS14.01,2014-04-25,7.2,595.6379999999999,4285.241,443.036,21.070999999999998,0.0,0.0,68.847,980.614,63.316,0.0,159.93700000000004,0.0,2.0,-0.2,0.8,0.10906106363682745,5679.166999340057,1.0
62,AS14.01,2014-04-26,7.6,680.0629999999998,1259.068,125.556,27.267000000000003,0.0,0.0,46.205,45.343999999999994,470.77300000000014,3.148,243.42199999999994,0.0,3.0,-0.2,1.0,0.21424877162423497,2919.0459992885594,4.0
63,AS14.01,2014-04-27,7.5,748.8359999999999,1259.1649999999995,281.26,0.0,0.0,0.0,126.28800000000001,27.470000000000002,0.0,0.0,60.337999999999994,0.0,0.0,0.0,1.0,0.030478923798963695,2226.279000282288,0.0
64,AS14.01,2014-04-28,7.6,622.0970000000001,3658.1820000000002,507.113,109.74000000000001,0.0,0.0,72.58399999999999,439.57800000000003,0.0,0.0,380.193,0.0,2.0,-0.8,0.8,0.0196753225383989,3884.711999654769,0.0
65,AS14.01,2014-04-29,7.0,735.2949999999995,2507.0219999999995,974.0649999999999,0.0,333.305,0.0,40.471999999999994,411.485,41.982,0.0,209.605,0.0,0.0,-0.25,1.0,0.10275824852950448,4065.173999071123,0.0
66,AS14.01,2014-04-30,7.8,615.9720000000001,2915.2769999999996,504.862,46.214,0.0,0.0,107.37499999999999,89.166,271.531,0.0,55.729,0.0,1.0,-0.4,0.75,0.1510514590407472,4608.504998922346,0.0
67,AS14.01,2014-05-01,8.0,1053.0559999999994,5836.198,470.866,617.5650000000003,0.0,28.098000000000003,44.43,1439.2620000000002,0.0,0.0,268.562,0.0,7.0,-0.4,1.0,0.03706526814765703,8308.182998418808,4.0
68,AS14.01,2014-05-02,7.6,636.9699999999998,4116.424000000001,352.88800000000003,324.2890000000001,0.0,0.0,32.443,771.266,0.0,0.0,11.082999999999998,0.0,0.0,-0.2,1.0,0.07734101929677568,5731.2730004787445,0.0
69,AS14.01,2014-05-03,8.0,547.1389999999999,1474.3529999999998,358.943,74.39600000000002,0.0,0.0,40.568999999999996,205.602,0.0,30.101999999999997,49.286,0.0,0.0,-0.2,1.0,0.07174088489517204,3197.9330005645743,1.0
70,AS14.01,2014-05-04,8.0,553.4769999999997,1845.125,60.349000000000004,0.0,0.0,0.0,35.525000000000006,154.734,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.13619180837703834,1491.265999794006,0.0
71,AS14.01,2014-05-05,7.062411347517733,341.80299999999994,566.6249999999999,0.0,0.0,0.0,0.0,0.0,25.104,0.0,0.0,99.76400000000001,0.0,0.0,-0.24326241134751775,0.7007092198581562,0.007842595452107337,693.645999908447,0.0
97,AS14.02,2014-03-14,6.7264227642276415,157.95299999999997,867.6589999999998,160.45800000000003,0.0,0.0,0.0,222.26299999999998,28.302000000000003,0.0,0.0,0.0,0.0,6.0,-0.45121951219512185,0.2430894308943089,0.2653549078740176,1602.012000560761,0.0
98,AS14.02,2014-03-15,6.7264227642276415,1055.0810000000004,1655.6000000000004,192.371,0.0,0.0,0.0,0.0,0.0,125.70000000000002,0.0,0.0,0.0,7.0,-0.45121951219512185,0.2430894308943089,0.2653549078740176,3836.704001665116,0.0
99,AS14.02,2014-03-16,6.333333333333333,728.06,1202.659,88.39200000000001,0.0,0.0,0.0,408.1059999999999,179.36100000000002,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2653549078740176,3029.0539996623984,1.0
100,AS14.02,2014-03-17,6.75,948.4429999999999,3192.1290000000004,1.089,0.0,0.0,0.0,103.69899999999998,102.33099999999999,0.0,0.0,0.0,0.0,4.0,0.5,0.5,0.16806841495032573,4568.204001665115,0.0
101,AS14.02,2014-03-18,8.2,911.4649999999995,2084.575999999999,88.943,0.0,0.0,0.0,88.72200000000001,209.06399999999996,0.0,0.0,0.0,0.0,15.0,0.6,0.8,0.2194843842554376,3889.0280015468597,1.0
102,AS14.02,2014-03-19,6.8,1062.9620000000002,2041.4379999999992,196.12899999999996,0.0,0.0,0.0,103.53099999999999,47.815,567.1649999999998,0.0,0.0,0.0,5.0,0.4,0.4,0.31563175685064315,5185.552000045776,1.0
103,AS14.02,2014-03-20,7.25,1170.6649999999995,1972.5669999999996,148.18,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,10.0,-0.5,0.75,0.23902496021034733,3467.5160009860997,1.0
104,AS14.02,2014-03-21,7.5,1147.9149999999995,1691.0199999999995,18.491,0.0,0.0,0.0,37.944,386.46799999999996,442.29599999999994,0.0,0.0,0.0,10.0,-0.75,0.75,0.2896279249001075,5080.247999191284,1.0
105,AS14.02,2014-03-22,6.5,1314.0269999999996,1848.2830000000006,490.1779999999999,0.0,0.0,0.0,42.201,405.54799999999994,780.617,0.0,0.0,0.0,25.0,-1.0,-0.5,0.44604368683290135,5264.432002782821,1.0
106,AS14.02,2014-03-23,6.25,742.995,1239.3000000000002,211.74799999999996,0.0,0.0,0.0,61.864999999999995,171.9,1118.3070000000002,0.0,0.0,0.0,8.0,-1.0,0.0,0.2696971570335323,3593.1770005226135,1.0
107,AS14.02,2014-03-24,6.4,649.1880000000004,893.424,107.881,0.0,0.0,0.0,81.80799999999999,232.211,0.0,0.0,0.0,0.0,5.0,0.2,-0.2,0.15612466250149995,2086.052999258041,0.0
108,AS14.02,2014-03-25,7.75,1169.4360000000001,1351.0980000000002,36.230000000000004,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,7.0,-1.25,0.75,0.23051365485645378,3579.7909998893747,0.0
109,AS14.02,2014-03-26,7.2,1038.685,1743.4830000000002,448.66,0.0,0.0,0.0,41.95,1071.862,0.0,0.0,0.0,0.0,5.0,-1.2,0.4,0.29395346240584214,3767.249000787734,0.0
110,AS14.02,2014-03-27,7.25,802.645,2088.519999999999,280.00800000000004,0.0,0.0,0.0,153.931,81.366,0.0,0.0,67.16300000000001,0.0,3.0,0.0,0.5,0.22884900892215096,4359.764998912812,0.0
111,AS14.02,2014-03-28,6.8,748.3459999999997,1242.3230000000003,267.614,0.0,0.0,0.0,123.75399999999999,701.2529999999999,0.0,0.0,0.0,0.0,8.0,-0.6,0.6,0.2615983280781396,3492.2999992370605,2.0
112,AS14.02,2014-03-29,7.25,975.3000000000003,1048.323,107.234,0.0,0.0,0.0,52.840999999999994,523.854,501.64399999999995,0.0,0.0,0.0,4.0,-0.75,0.25,0.4324693550603951,3138.8479976654057,0.0
113,AS14.02,2014-03-30,7.0,711.5190000000001,670.7620000000001,652.376,0.0,0.0,0.0,113.21000000000001,320.74600000000004,0.0,0.0,0.0,0.0,10.0,-1.0,0.75,0.24188730879396783,2285.066998958587,1.0
114,AS14.02,2014-03-31,7.2,1073.328,1877.9109999999994,67.7,0.0,0.0,0.0,81.741,281.29900000000004,0.0,0.0,0.0,0.0,14.0,-0.8,0.4,0.15637292366427655,4090.0679988861093,2.0
115,AS14.02,2014-04-01,7.4,1223.5009999999995,1322.6100000000001,76.976,0.0,0.0,0.0,186.41299999999998,189.407,70.42,0.0,0.0,0.0,2.0,-0.2,0.8,0.26196053218905446,3297.407997131348,1.0
116,AS14.02,2014-04-02,6.4,1064.936,2219.1400000000003,125.25900000000001,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,2.0,-0.6,-0.2,0.31912056179963355,4209.99800157547,0.0
117,AS14.02,2014-04-03,5.75,954.0759999999995,3054.5899999999997,165.49200000000002,0.0,0.0,0.0,56.132,120.59799999999997,317.22700000000003,0.0,0.0,0.0,2.0,-0.25,0.0,0.32250583990998855,4726.005001068116,0.0
118,AS14.02,2014-04-04,6.4,838.4759999999999,1580.2920000000004,73.26599999999999,0.0,0.0,0.0,148.852,140.318,0.0,0.0,0.0,0.0,5.0,-1.2,0.2,0.22727035660896044,3651.0560007095337,0.0
119,AS14.02,2014-04-05,7.4,1063.9490000000005,1912.4850000000001,617.6599999999999,0.0,0.0,0.0,99.57300000000001,258.611,239.003,0.0,0.0,0.0,9.0,0.0,0.6,0.3219197224805253,4856.428000926971,1.0
120,AS14.02,2014-04-06,4.5,522.2719999999998,1049.0700000000002,114.14099999999999,0.0,0.0,0.0,30.011,389.372,0.0,0.0,0.0,0.0,6.0,-1.0,-1.25,0.21520952016085246,2467.753998517989,0.0
121,AS14.02,2014-04-07,6.8,984.2420000000002,1728.3949999999998,216.634,0.0,0.0,0.0,106.148,1267.1129999999998,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.13652373439609958,4959.917998313904,0.0
122,AS14.02,2014-04-08,6.25,966.2199999999999,1989.297,193.47999999999996,0.0,0.0,0.0,134.434,634.5859999999999,0.0,0.0,0.0,0.0,10.0,-0.25,0.5,0.261951037621564,3763.8769996166243,1.0
123,AS14.02,2014-04-09,7.25,1064.1350000000007,1675.6249999999998,626.8049999999998,0.0,0.0,0.0,60.11,293.986,0.0,0.0,0.0,0.0,12.0,-0.5,0.25,0.24720984804489024,3310.2350006103516,1.0
124,AS14.02,2014-04-10,7.25,656.45,1937.952,327.6110000000001,0.0,0.0,0.0,141.214,565.172,175.17300000000003,0.0,2.045,0.0,1.0,0.25,0.75,0.2607506038432932,4527.148998975756,1.0
125,AS14.02,2014-04-11,6.5,1042.2269999999994,2005.3000000000004,523.709,0.0,0.0,0.0,136.128,319.47799999999995,630.9290000000001,0.0,0.0,0.0,7.0,-0.5,0.5,0.42448142730843674,4668.120000839233,1.0
126,AS14.02,2014-04-12,6.0,1037.0329999999997,1118.393,0.0,0.0,0.0,0.0,11.015999999999998,157.19199999999998,362.18500000000006,0.0,6.985999999999999,0.0,6.0,-2.0,-1.0,0.3783017333120428,3656.731000900268,1.0
127,AS14.02,2014-04-13,7.2,399.4009999999999,853.1169999999997,109.05699999999999,0.0,0.0,0.0,79.11200000000001,121.73199999999999,158.308,0.0,0.0,0.0,1.0,-0.6,0.4,0.28982011828279997,2173.0929977893834,0.0
128,AS14.02,2014-04-14,8.0,645.373,1819.425,95.24199999999999,0.0,0.0,0.0,21.182,56.817,0.0,0.0,83.48200000000001,0.0,8.0,0.75,1.0,0.18707405017212794,2771.338001012803,7.0
129,AS14.02,2014-04-15,7.25,97.45800000000001,92.259,19.631,0.0,0.0,0.0,0.0,25.386,0.0,0.0,0.0,0.0,14.0,-0.5,0.5,0.1736288831786874,259.1410002708435,1.0
130,AS14.02,2014-04-16,6.666666666666667,59.233000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-0.3333333333333333,0.3333333333333333,0.3532763532763534,109.28399968147278,1.0
131,AS14.02,2014-04-17,6.5,2.0069999999999997,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.25,0.0,0.4700854700854705,41.23499965667722,7.0
132,AS14.02,2014-04-18,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2653549078740176,0.0,0.0
133,AS14.02,2014-04-19,5.666666666666667,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,0.0
134,AS14.02,2014-04-20,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.6666666666666666,0.0,0.2653549078740176,0.0,3.0
135,AS14.02,2014-04-21,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.5,-0.5,0.2653549078740176,0.0,0.0
136,AS14.02,2014-04-22,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,15.0,-1.3333333333333333,-0.3333333333333333,0.075,13.08000016212468,2.0
137,AS14.02,2014-04-23,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.14285714285714302,0.0,1.0
138,AS14.02,2014-04-24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0344827586206897,0.0,0.0
139,AS14.02,2014-04-25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.2653549078740176,0.0,0.0
168,AS14.03,2014-03-21,9.0,60.71099999999999,818.088,558.567,0.0,0.0,10.046,131.111,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.10967181445997239,1659.9840006828308,2.0
169,AS14.03,2014-03-22,7.8,172.953,455.1120000000001,457.94400000000024,0.0,0.0,0.0,89.216,0.0,168.54500000000002,0.0,4.35,0.0,8.0,0.8,1.0,0.1913883086450861,1190.4650013446812,1.0
170,AS14.03,2014-03-23,8.2,345.87300000000005,726.79,799.8299999999998,36.364000000000004,0.0,59.839999999999996,158.627,0.0,275.40500000000003,0.0,0.0,44.854,1.0,-0.2,1.2,0.1002466983942117,2602.2710001468668,1.0
171,AS14.03,2014-03-24,7.8,37.618,1075.091,1418.9059999999995,103.686,0.0,71.261,248.30400000000003,0.0,0.0,11.064,5.136,0.0,3.0,-0.6,1.4,0.09074022242156703,3953.1989996433267,0.0
172,AS14.03,2014-03-25,7.8,242.34600000000003,1292.6510000000003,736.1690000000002,50.54,0.0,140.14499999999998,44.31100000000001,0.0,0.0,47.324,28.361,0.0,6.0,-0.4,1.2,0.13276828552349199,3474.746999502182,1.0
173,AS14.03,2014-03-26,8.25,117.24000000000001,1106.8739999999998,1072.1609999999998,87.141,0.0,18.897,71.58200000000001,0.0,12.84,7.649,0.0,0.0,1.0,0.5,1.0,0.09115320114030408,2662.0069987773895,0.0
174,AS14.03,2014-03-27,7.75,139.21900000000002,915.4200000000002,488.4679999999998,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,3.0,0.25,0.5,0.10319575369873081,1737.0320012569427,1.0
175,AS14.03,2014-03-28,8.0,74.248,928.4409999999997,638.9970000000002,0.0,0.0,46.206,243.96200000000002,0.0,0.0,63.787,7.045,0.0,3.0,-0.5,1.5,0.10467928797906652,2019.0649993419654,0.0
176,AS14.03,2014-03-29,8.6,19.31,148.36599999999999,865.041,49.371,0.0,0.0,101.688,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1.6,0.16337733775865063,1126.4030005931854,1.0
177,AS14.03,2014-03-30,8.4,12.869,1208.7790000000002,516.8399999999999,0.0,0.0,26.284000000000002,184.09099999999998,0.0,0.0,35.266999999999996,0.0,31.955000000000002,1.0,-0.2,1.0,0.16465071526667882,2031.5189990997312,0.0
178,AS14.03,2014-03-31,7.4,486.20699999999994,989.6209999999996,567.75,77.49100000000001,0.0,0.0,93.947,0.0,0.0,0.0,5.16,0.0,3.0,0.4,0.6,0.08363358459550868,2397.4179997444144,1.0
179,AS14.03,2014-04-01,7.6,132.036,698.4999999999998,197.823,58.641000000000005,0.0,62.489999999999995,105.16,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.4,0.097414340146311,1722.9929995536793,0.0
180,AS14.03,2014-04-02,7.4,110.806,800.1850000000001,354.173,65.439,0.0,17.778,95.826,0.0,54.144999999999996,0.0,0.0,0.0,2.0,0.2,0.6,0.07868813828691651,1563.0520002841954,0.0
181,AS14.03,2014-04-03,7.8,46.206,665.7419999999998,190.1949999999999,69.295,0.0,0.0,89.41300000000001,0.0,0.0,20.192,29.197000000000003,0.0,1.0,0.0,1.0,0.08363645439998374,994.9820001125338,0.0
182,AS14.03,2014-04-04,7.8,275.407,343.726,780.179,47.284,0.0,6.162999999999999,84.86099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.0871065604162596,2090.0959992408743,3.0
183,AS14.03,2014-04-05,7.6,262.07099999999997,1101.733,337.096,0.0,0.0,4.064,60.862,0.0,19.696,0.0,0.0,0.0,6.0,1.2,1.0,0.11442793762963628,1860.3299980163574,0.0
184,AS14.03,2014-04-06,6.8,10.112,498.63899999999995,1128.859,0.0,0.0,0.0,57.429,0.0,0.0,23.094,0.0,0.0,0.0,0.2,0.8,0.07677201548523707,2880.1729989051832,0.0
185,AS14.03,2014-04-07,7.4,161.242,1469.2280000000005,281.65200000000004,87.438,0.0,59.145,69.47800000000001,0.0,0.0,82.764,0.0,0.0,2.0,0.2,1.0,0.14406393678902962,2390.903999567032,0.0
186,AS14.03,2014-04-08,7.4,137.481,668.5500000000001,332.495,27.089000000000002,0.0,0.0,68.78899999999999,0.0,0.0,11.128,0.0,0.0,2.0,0.4,1.2,0.1038308889653645,1837.5200004577634,1.0
187,AS14.03,2014-04-09,7.8,23.843000000000004,564.2259999999999,373.58399999999995,31.735,0.0,16.27,69.109,0.0,0.0,50.254,0.0,0.0,0.0,0.6,1.0,0.0921222333052219,1128.7879991531372,0.0
188,AS14.03,2014-04-10,7.4,7.144,1464.3570000000004,663.779,0.0,0.0,5.2170000000000005,91.86100000000002,13.22,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.1080663991151945,2209.2810006141663,2.0
189,AS14.03,2014-04-11,7.6,36.758,1155.3069999999993,741.1159999999998,17.149,0.0,9.16,184.11799999999997,0.0,0.0,28.343000000000004,4.513,0.0,0.0,0.2,1.0,0.12018808327176551,3120.4019994735713,0.0
190,AS14.03,2014-04-12,7.666666666666667,101.994,225.814,503.26399999999995,0.0,0.0,0.0,67.199,0.0,0.0,21.096,9.33,0.0,6.0,0.3333333333333333,1.0,0.12703734227128452,1261.3489999771123,0.0
191,AS14.03,2014-04-13,7.4,24.661999999999995,752.67,1028.568,0.0,0.0,246.001,186.88800000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.07813754216620178,1722.6299991607648,1.0
192,AS14.03,2014-04-14,7.0,239.48300000000006,638.964,345.921,28.19,0.0,8.073,58.008,36.053999999999995,0.0,11.225999999999999,17.303,0.0,0.0,0.0,0.8,0.09289626571780712,1446.0540003776548,1.0
193,AS14.03,2014-04-15,7.6,210.109,1704.3629999999996,530.0790000000003,0.0,0.0,6.025,98.53899999999999,0.0,0.0,12.082,0.0,0.0,6.0,0.2,0.8,0.11955499852139127,2791.096999168396,0.0
194,AS14.03,2014-04-16,8.0,199.637,1004.1610000000002,597.6380000000001,18.113,0.0,33.186,170.908,0.0,0.0,38.227999999999994,7.662000000000001,0.0,2.0,0.8,1.0,0.1147681692149471,2321.0179998874673,0.0
195,AS14.03,2014-04-17,7.25,247.64099999999996,2031.4049999999997,234.388,31.451999999999998,0.0,0.0,160.067,0.0,0.0,101.287,31.331,0.0,4.0,0.25,0.75,0.14085924635236632,2825.349001169205,2.0
